Unnamed: 0.1,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local address,rating_category
1240,Carrots,Casual Dining,4.1,600,1100.0,yes,yes,"Italian, North Indian, Healthy Food, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Very Good
1241,Casa De Goa,"Casual Dining, Pub",4.2,341,1400.0,yes,yes,"Goan, Mangalorean",Kalyan Nagar,Kalyan Nagar,Very Good
1242,Casa Express,Quick Bites,2.6,26,400.0,no,no,"Chinese, Italian",Brigade Road,Residency Road,Average
1243,Casa Piccosa,"Casual Dining, Bar",4.1,842,1100.0,yes,yes,"South American, Continental, Italian",Bannerghatta Road,Jp Nagar,Very Good
1244,Casamia,Quick Bites,3.6,23,400.0,yes,no,"Andhra, Kerala, South Indian",Malleshwaram,Yeshwantpur,Good
1245,Cashmere Nites,Casual Dining,3.5,74,600.0,yes,no,Kashmiri,"Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Good
1246,Casino Hotel,Casual Dining,3.9,343,500.0,yes,no,"North Indian, Chinese",Malleshwaram,New Bel Road,Good
1247,Castle Rock,Casual Dining,3.6,172,700.0,yes,no,"North Indian, Chinese",Banashankari,Uttarahalli,Good
1248,Catch-Up-Ino,Cafe,3.9,133,800.0,yes,no,"Cafe, Fast Food, Continental, Chinese, Momos",Banashankari,Banashankari,Good
1249,Cauvery Fast Food,Quick Bites,3.2,4,150.0,no,no,Chinese,Koramangala 4Th Block,Ejipura,Good
1250,Cauvery Hyderabadi Biriyani,Casual Dining,3.8,111,600.0,no,no,"North Indian, Chinese",Bellandur,Marathahalli,Good
1251,Cauvery Punjabi Khana,Quick Bites,3.4,11,300.0,no,no,"North Indian, South Indian",Rajajinagar,Majestic,Good
1252,Cave N Dine,"Casual Dining, Bar",3.1,405,800.0,yes,yes,"North Indian, Chinese, Seafood",Rajajinagar,Basaveshwara Nagar,Good
1253,Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49,1200.0,yes,no,"North Indian, Thai, Chinese, Continental",Electronic City,Electronic City,Good
1254,Celebrations 365,Dessert Parlor,3.3,4,350.0,yes,no,"Desserts, Ice Cream",Brookefield,Brookefield,Good
1255,Celeste'S Kitchen,Delivery,3.3,5,400.0,no,no,"Chinese, Fast Food, North Indian",Indiranagar,Domlur,Good
1256,Central Cafe,"Beverage Shop, Quick Bites",3.2,4,300.0,yes,no,"Beverages, Fast Food",Marathahalli,Marathahalli,Good
1257,Central Jail Restaurant,Casual Dining,3.7,420,700.0,yes,no,"Andhra, Seafood, North Indian, Chinese",Jayanagar,Jayanagar,Good
1258,Chaai Bee,"Beverage Shop, Quick Bites",3.5,8,250.0,no,no,"Beverages, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,Good
1259,Chaai Resto,Beverage Shop,2.7,16,300.0,no,no,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average
1260,Chaarcoal,Casual Dining,4.0,444,1200.0,yes,no,North Indian,Bellandur,Bellandur,Very Good
1261,Chaat Bazaar,Quick Bites,3.7,34,300.0,yes,no,Street Food,Brookefield,Whitefield,Good
1262,Chaat Central,Food Court,3.3,4,300.0,yes,no,"Street Food, North Indian",Bannerghatta Road,Bannerghatta Road,Good
1263,Chaat Chatore,Quick Bites,3.1,5,300.0,no,no,Fast Food,Bannerghatta Road,Bannerghatta Road,Good
1264,Chaat Express,Quick Bites,3.4,15,200.0,yes,no,"Fast Food, North Indian",Sarjapur Road,Hsr,Good
1265,Chaat Junction,Quick Bites,3.6,12,200.0,no,no,"Street Food, North Indian, Fast Food",Brookefield,Whitefield,Good
1266,Chaat Lounge,"Food Court, Quick Bites",3.0,16,300.0,yes,no,"North Indian, Street Food",Malleshwaram,Yeshwantpur,Good
1267,Chaat Street,Kiosk,3.9,293,250.0,yes,no,"Street Food, North Indian",Koramangala 5Th Block,Koramangala 6Th Block,Good
1268,Chaat Trail By Moti Mahal,Quick Bites,3.9,46,300.0,yes,yes,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",Hsr,Hsr,Good
1269,Chaatimes,Quick Bites,3.4,8,200.0,yes,no,"Street Food, Fast Food",Bannerghatta Road,Bannerghatta Road,Good
1270,Chaatter Box,Quick Bites,3.4,9,250.0,yes,no,"South Indian, Chinese, North Indian",Jp Nagar,Kumaraswamy Layout,Good
1271,Chaavadi,Casual Dining,3.7,38,750.0,no,no,"North Indian, Biryani, Seafood, Chinese, Mangalorean",Indiranagar,Indiranagar,Good
1272,Cha-Cha Cha-Chi,Quick Bites,3.3,4,100.0,no,no,"Fast Food, Beverages",Hsr,Hsr,Good
1273,Chacha Ka Dhaba,Quick Bites,2.8,40,400.0,no,no,"North Indian, Chinese",Brookefield,Whitefield,Average
1274,Chackochi Mess,Mess,3.3,6,250.0,no,no,"Kerala, South Indian",Hsr,Bommanahalli,Good
1275,Chai & Kadi,Quick Bites,3.8,30,200.0,no,no,South Indian,Indiranagar,Indiranagar,Good
1276,Chai Cafe,Cafe,3.9,49,200.0,no,no,Cafe,Indiranagar,Indiranagar,Good
1277,Chai Central,"Quick Bites, Beverage Shop",3.2,10,200.0,yes,no,"Tea, Fast Food",Frazer Town,Rt Nagar,Good
1278,Chai Chowk,Quick Bites,3.8,81,200.0,no,no,"Chinese, Fast Food",Koramangala 6Th Block,Koramangala 7Th Block,Good
1279,Chai Culture,Beverage Shop,3.6,8,200.0,yes,no,Beverages,Basavanagudi,Jayanagar,Good
1280,Chai Darbaar,Quick Bites,3.1,7,300.0,yes,no,"North Indian, Chinese, Fast Food",Marathahalli,Marathahalli,Good
1281,Chai Days,Cafe,4.4,105,200.0,yes,no,"Cafe, Tea, Beverages, Fast Food",Indiranagar,Indiranagar,Very Good
1282,Chai Galli,Cafe,4.1,825,300.0,yes,no,"Cafe, Street Food",Marathahalli,Brookefield,Very Good
1283,Chai Kada,"Beverage Shop, Quick Bites",3.6,10,400.0,no,no,"Beverages, Fast Food",Kammanahalli,Kalyan Nagar,Good
1284,Chai Ki Tapri,Cafe,3.7,16,250.0,no,no,Cafe,Brigade Road,Mg Road,Good
1285,Chai Kraft,Beverage Shop,4.1,30,100.0,yes,no,"Beverages, Tea",Banashankari,Jayanagar,Very Good
1286,Chai Makhan,Quick Bites,3.5,40,300.0,no,no,"North Indian, Chinese, South Indian",Koramangala 6Th Block,Btm,Good
1287,Chai Makhani,Beverage Shop,3.5,11,100.0,yes,no,"Beverages, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
1288,Chai Mane,"Beverage Shop, Quick Bites",3.2,6,100.0,no,no,"Beverages, Sandwich",Basavanagudi,Basavanagudi,Good
1289,Chai Mania,Cafe,2.8,67,300.0,yes,no,"Cafe, Tea, Beverages",Brookefield,Marathahalli,Average
1290,Chai Masthi,Quick Bites,3.4,9,200.0,yes,no,"Fast Food, Lebanese",Indiranagar,Domlur,Good
1291,Chai Point,Beverage Shop,3.8,94,250.0,yes,no,"Fast Food, Beverages",Marathahalli,Marathahalli,Good
1292,Chai Resto,Quick Bites,3.3,5,200.0,no,no,"Fast Food, Tea",Indiranagar,Jeevan Bhima Nagar,Good
1293,Chai Street,Beverage Shop,3.2,5,150.0,yes,no,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Good
1294,Chai World,Quick Bites,3.5,18,300.0,yes,no,"Tea, Beverages, Sandwich, Fast Food",Bellandur,Sarjapur Road,Good
1295,Chaipatty,Cafe,3.0,1275,400.0,no,no,Cafe,Old Airport Road,Indiranagar,Good
1296,Chaitanya Cafe,Quick Bites,3.9,92,300.0,yes,no,"South Indian, North Indian, Fast Food",Bannerghatta Road,Jp Nagar,Good
1297,Chaitanya Grand,Quick Bites,3.6,11,300.0,no,no,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Good
1298,Chaitanya Veg,Quick Bites,3.2,5,300.0,yes,no,South Indian,Brigade Road,Shivajinagar,Good
1299,Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4,600.0,no,no,"Andhra, North Indian, Chinese",Brigade Road,Cunningham Road,Good
1300,Chaithanya Delicacy,Casual Dining,3.7,52,550.0,no,no,"North Indian, South Indian, Chinese",Brigade Road,Richmond Road,Good
1301,Chaithanya Veg,Quick Bites,3.7,38,200.0,no,no,"South Indian, North Indian, Chinese",Indiranagar,Indiranagar,Good
1302,Chaithanya Xpress,Quick Bites,3.6,12,300.0,no,no,"South Indian, North Indian",Indiranagar,Indiranagar,Good
1303,Chaitra Restaurant,Quick Bites,3.7,35,700.0,yes,no,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,Good
1304,Chaiwala,Quick Bites,3.1,53,100.0,yes,no,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Good
1305,Chaiywaala Da Dhaba,Cafe,3.7,67,250.0,yes,no,"Cafe, Tea",New Bel Road,New Bel Road,Good
1306,Chakh Le Foods,Casual Dining,3.4,257,500.0,yes,yes,"North Indian, Mughlai, Bengali, Chinese",Indiranagar,Jeevan Bhima Nagar,Good
1307,Chakh Le India,Quick Bites,3.1,92,300.0,yes,no,"North Indian, Chinese, Rolls",Brookefield,Marathahalli,Good
1308,Chakum Chukum Calcutta On A Roll,Quick Bites,2.8,94,400.0,yes,no,"Fast Food, Rolls",Old Airport Road,Indiranagar,Average
1309,Chalo Delhi Darbaar,Quick Bites,3.5,40,400.0,no,no,"North Indian, Mughlai, Chinese",Koramangala 6Th Block,Ejipura,Good
1310,Chamarajpet Non Veg Restaurant,Quick Bites,3.6,13,200.0,no,no,"South Indian, Biryani",Basavanagudi,Basavanagudi,Good
1311,Champaran Spice,Quick Bites,3.4,5,400.0,no,no,North Indian,"Byresandra,Tavarekere,Madiwala",Btm,Good
1312,Chamrajpet Chats And Juice Corner,Quick Bites,2.8,40,150.0,no,no,Fast Food,Basavanagudi,Basavanagudi,Average
1313,Chamrajpet Kabab Junction,Quick Bites,3.2,4,250.0,no,no,"North Indian, Mughlai",Basavanagudi,Basavanagudi,Good
1314,Chandni Chowk 2 Bangalore,Quick Bites,4.2,241,400.0,yes,no,"North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar,Very Good
1315,Chandrappa Hotel,Quick Bites,4.2,253,450.0,yes,no,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur,Very Good
1316,Chandrika Tiffins,"Takeaway, Delivery",4.0,87,300.0,yes,no,"North Indian, Street Food",Whitefield,Whitefield,Very Good
1317,Chandrima'S Kitchen,"Takeaway, Delivery",3.7,38,400.0,yes,no,"Bengali, North Indian",Bannerghatta Road,Bannerghatta Road,Good
1318,Chandu Dhaba,Quick Bites,3.8,40,250.0,no,no,"Street Food, Chinese, Fast Food",Hsr,Hsr,Good
1319,Chandus Delux,Casual Dining,3.9,81,600.0,yes,no,"South Indian, North Indian, Seafood, Chinese",Malleshwaram,Malleshwaram,Good
1320,Chandus Hotel,Quick Bites,3.0,12,200.0,no,no,South Indian,Rajajinagar,Basaveshwara Nagar,Good
1321,Chantilly,"Cafe, Bakery",4.1,114,450.0,yes,no,"Cafe, Bakery",Indiranagar,Indiranagar,Very Good
1322,Chapati House,Quick Bites,3.9,33,300.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Ejipura,Good
1323,Chapter One Bar | Maiin,"Bar, Casual Dining",4.2,997,1400.0,no,yes,"Continental, Italian, North Indian",New Bel Road,New Bel Road,Very Good
1324,Charcoal Eats,Quick Bites,4.0,54,500.0,yes,no,"Mughlai, Biryani, Fast Food",Hsr,Hsr,Very Good
1325,C-Harge By Chefkraft,Cafe,3.4,7,600.0,no,no,"Cafe, Continental",Indiranagar,Indiranagar,Good
1326,Charlee'S Chicken,Quick Bites,3.2,34,300.0,yes,no,"Rolls, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road,Good
1327,Charlie Fast Food & Restaurant,Quick Bites,2.8,40,300.0,no,no,"Chinese, Fast Food",Malleshwaram,Rajajinagar,Average
1328,Charminar Kabab Paradise,Casual Dining,4.0,104,500.0,yes,no,"North Indian, Chinese, Mughlai, Kebab",Brigade Road,Frazer Town,Very Good
1329,Chashni Sweets,Sweet Shop,3.4,8,200.0,no,no,"Mithai, Street Food",Brookefield,Whitefield,Good
1330,Chaska Box,"Takeaway, Delivery",3.3,4,1400.0,no,no,"Bakery, Desserts",Sarjapur Road,Sarjapur Road,Good
1331,Chaska Bun,Quick Bites,4.2,166,300.0,yes,no,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Very Good
1332,Chatar Patar,Quick Bites,3.6,65,300.0,no,no,"Fast Food, Street Food",Jayanagar,Banashankari,Good
1333,Chatora,Quick Bites,3.5,108,300.0,yes,no,"North Indian, Fast Food, Street Food",Brookefield,Marathahalli,Good
1334,Chatora Singh,Quick Bites,3.9,44,200.0,yes,no,"North Indian, Fast Food",Old Airport Road,Old Airport Road,Good
1335,Chatorezz,Quick Bites,3.6,26,250.0,yes,no,"North Indian, Chinese",Bellandur,Marathahalli,Good
1336,Chatori Gali,Casual Dining,2.9,51,600.0,no,no,"North Indian, Street Food",Bannerghatta Road,Jp Nagar,Average
1337,Chatori Tongue,Quick Bites,3.9,65,100.0,yes,no,Street Food,Sarjapur Road,Sarjapur Road,Good
1338,Chatorr,Quick Bites,2.9,78,400.0,no,no,"Fast Food, Street Food",Bellandur,Bellandur,Average
1339,Chatpata,Food Court,3.2,4,500.0,no,no,Street Food,Brookefield,Brookefield,Good
1340,Chatpata Chaat Station,Quick Bites,3.5,19,500.0,no,no,"North Indian, Street Food, Chinese",Marathahalli,Marathahalli,Good
1341,Chatpata India,Food Court,3.9,40,400.0,yes,no,North Indian,Brookefield,Whitefield,Good
1342,Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200.0,yes,no,"Street Food, Mithai, North Indian, Beverages, Desserts",Whitefield,Marathahalli,Very Good
1343,Chats Point,Quick Bites,3.4,8,150.0,yes,no,"Fast Food, Street Food",Banashankari,Basavanagudi,Good
1344,Chattar Mattar,Quick Bites,3.5,11,150.0,no,no,"North Indian, Chinese",Hsr,Hsr,Good
1345,Chatter Platter,Quick Bites,3.4,29,300.0,yes,no,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Good
1346,Chattorey - The Family Restaurant,Casual Dining,3.4,37,400.0,no,no,"North Indian, Chinese",Brookefield,Marathahalli,Good
1347,Chavadi,"Casual Dining, Bar",4.4,2233,1200.0,yes,yes,"Continental, North Indian, Pizza, Italian",Bannerghatta Road,Bannerghatta Road,Very Good
1348,Chawla'S 2 Online.Com,Delivery,3.5,5,800.0,yes,no,North Indian,Bannerghatta Road,Jp Nagar,Good
1349,Checkered Bar - Mgm Mark,Lounge,3.6,19,1300.0,no,no,"North Indian, Continental, Chinese",Brookefield,Whitefield,Good
1350,Checkpost,Casual Dining,4.0,960,600.0,yes,no,"South Indian, Seafood, North Indian, Beverages",Jayanagar,Jp Nagar,Very Good
1351,Cheers Life,Kiosk,3.4,4,300.0,no,no,"Beverages, Juices",Whitefield,"Varthur Main Road, Whitefield",Good
1352,Cheers Pub Bar & Restro,"Pub, Bar",2.8,40,1100.0,no,yes,"Continental, Finger Food, Pizza, North Indian, Bar Food",Koramangala 4Th Block,Koramangala 4Th Block,Average
1353,Cheesecake Alley,Bakery,3.1,8,400.0,no,no,"Bakery, Desserts",Hsr,Hsr,Good
1354,Cheesiano Pizza,Quick Bites,4.0,199,700.0,yes,yes,"Pizza, Italian",Bannerghatta Road,Jp Nagar,Very Good
1355,Cheesy Juicy Burgers,Quick Bites,3.8,18,500.0,yes,no,"Burger, Fast Food",Hsr,Hsr,Good
1356,Chef & Dine,Casual Dining,3.2,57,650.0,yes,no,"North Indian, Arabian, Fast Food",Bannerghatta Road,Bannerghatta Road,Good
1357,Chef Baker'S,Bakery,2.9,36,600.0,yes,no,"Bakery, Fast Food, Pizza, Burger, Cafe",Kalyan Nagar,Nagawara,Average
1358,Chef Delicacies,"Takeaway, Delivery",2.7,6,400.0,yes,no,"Kebab, Rolls, Charcoal Chicken",Brookefield,"Varthur Main Road, Whitefield",Average
1359,Chef Fast Food,Quick Bites,3.1,26,300.0,yes,no,"Fast Food, North Indian, South Indian",Indiranagar,Old Airport Road,Good
1360,Chef Genie,Delivery,2.8,40,500.0,yes,no,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr,Average
1361,Chef In,Casual Dining,3.6,198,500.0,no,no,"Biryani, North Indian, Chinese",Marathahalli,Brookefield,Good
1362,Chef Inn Regency,"Casual Dining, Bar",3.3,4,400.0,no,no,"North Indian, Chinese, Andhra, Mangalorean",Old Airport Road,Domlur,Good
1363,Chef Kitchen,Quick Bites,3.7,19,200.0,yes,no,"North Indian, Biryani, Charcoal Chicken",New Bel Road,New Bel Road,Good
1364,Chef Master,Quick Bites,3.8,75,300.0,yes,no,"Kerala, North Indian, Chinese",Basavanagudi,Jayanagar,Good
1365,Chefactory Gold By Flechazo,Casual Dining,3.7,353,700.0,yes,no,"North Indian, Biryani",Brookefield,Whitefield,Good
1366,Chefeana,Quick Bites,4.0,212,400.0,yes,no,North Indian,Bannerghatta Road,Bannerghatta Road,Very Good
1367,Chefie,Quick Bites,3.8,37,200.0,yes,no,"Continental, Fast Food, Italian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Good
1368,Chefkraft,"Takeaway, Delivery",3.9,145,800.0,no,no,"Continental, Fast Food, Salad",Indiranagar,Indiranagar,Good
1369,Chef'S Bank,Casual Dining,3.4,19,700.0,yes,no,"North Indian, Chinese",Malleshwaram,Yeshwantpur,Good
1370,Chef'S Cap Chinese Cuisine Restaurant,Quick Bites,3.9,30,400.0,yes,no,Chinese,Indiranagar,Old Airport Road,Good
1371,Chef'S Gallery,Casual Dining,3.5,95,700.0,no,no,"Chinese, Italian, North Indian",Bellandur,Bellandur,Good
1372,Chellappa'S,Casual Dining,3.2,115,500.0,yes,no,"Chettinad, South Indian, North Indian",Marathahalli,Kaggadasapura,Good
1373,Chels Cafe,Cafe,3.5,20,500.0,yes,no,"Cafe, Burger",Brigade Road,Cunningham Road,Good
1374,Cheta'S Kitchen,Quick Bites,3.9,78,350.0,yes,no,"Kerala, South Indian, Seafood",New Bel Road,Yelahanka,Good
1375,Chettayees,Quick Bites,3.4,147,400.0,yes,no,"Kerala, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Good
1376,Chettinad Food House,Quick Bites,3.1,7,300.0,no,no,"South Indian, Chettinad, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Good
1377,Chetty'S Coffee,Quick Bites,3.5,87,150.0,no,no,South Indian,Kalyan Nagar,Kalyan Nagar,Good
1378,Chetty'S Corner,Quick Bites,3.4,26,150.0,yes,no,"Fast Food, Burger",Malleshwaram,Rajajinagar,Good
1379,Chez Mariannick,Casual Dining,4.1,395,1000.0,no,no,"French, Pizza, Bakery",Brookefield,Whitefield,Very Good
1380,Chez Nous - Novotel,Lounge,3.9,125,2500.0,no,yes,"European, French, North Indian",Bellandur,Marathahalli,Good
1381,Chianti,Casual Dining,4.4,280,1500.0,no,yes,Italian,Church Street,Mg Road,Very Good
1382,Chichaba'S Taj,Casual Dining,3.8,289,600.0,yes,no,"Biryani, North Indian, Mughlai",Kalyan Nagar,Kalyan Nagar,Good
1383,Chick Blast,Quick Bites,3.3,6,400.0,no,no,Fast Food,Electronic City,Electronic City,Good
1384,Chick Inn,Quick Bites,3.8,99,300.0,yes,no,Fast Food,Malleshwaram,Rajajinagar,Good
1385,Chick Inn 24X7,Quick Bites,3.6,86,450.0,no,no,Fast Food,Rajajinagar,Malleshwaram,Good
1386,Chicken Corner,Casual Dining,3.2,6,450.0,no,no,"North Indian, Chinese, Mughlai",Lavelle Road,Majestic,Good
1387,Chicken County,Casual Dining,3.8,136,650.0,no,no,"North Indian, Chinese",Lavelle Road,Majestic,Good
1388,Chicken County Grand,Casual Dining,3.9,319,650.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Good
1389,Chicken County Restaurant,Casual Dining,3.5,10,400.0,yes,no,"North Indian, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road,Good
1390,Chicken Dera,Quick Bites,3.0,25,400.0,no,no,"Mughlai, Kebab, Biryani",Bannerghatta Road,Jp Nagar,Good
1391,Chicken Hunt,Quick Bites,3.5,88,350.0,yes,no,"South Indian, North Indian, Chinese, Biryani",Banashankari,Banashankari,Good
1392,Chicken Magic,Quick Bites,3.6,214,300.0,yes,no,"Chinese, North Indian",Koramangala 5Th Block,Btm,Good
1393,Chicken Man,Kiosk,3.7,48,400.0,yes,no,"Roast Chicken, Burger",Bellandur,Bellandur,Good
1394,Chicken Shawarma Hub,"Takeaway, Delivery",3.1,14,250.0,no,no,"Fast Food, Arabian, Beverages",Bellandur,Bellandur,Good
1395,Chickmate,Quick Bites,3.4,6,400.0,no,no,Fast Food,Kalyan Nagar,Banaswadi,Good
1396,Chickpet Donne Biriyani Mane,Quick Bites,2.7,37,150.0,yes,no,"Biryani, South Indian, Kebab",Kalyan Nagar,Nagawara,Average
1397,Chickpet Donne Biryani House,Casual Dining,3.7,80,600.0,yes,no,"Biryani, South Indian, Fast Food",Brookefield,Marathahalli,Good
1398,Chickz N Cheez,Quick Bites,3.4,22,300.0,yes,no,"North Indian, Fast Food",Malleshwaram,Rajajinagar,Good
1399,Chikeys,Quick Bites,3.0,19,400.0,no,no,"Burger, Fast Food",Electronic City,Electronic City,Good
1400,Chikkanna Tiffin Room,Quick Bites,4.3,84,200.0,yes,no,South Indian,Malleshwaram,Seshadripuram,Very Good
1401,Chikpet Donne Biriyani Corner,Quick Bites,3.2,7,400.0,yes,no,"Biryani, Kebab",Malleshwaram,Basaveshwara Nagar,Good
1402,Chikpet Donne Biriyani House,Food Court,3.3,18,400.0,yes,no,"Biryani, Kebab",Brookefield,Whitefield,Good
1403,Chikpet Donne Biryani House,Quick Bites,3.6,23,350.0,yes,no,Biryani,Malleshwaram,Yeshwantpur,Good
1404,Chili'S American Grill & Bar,Casual Dining,4.6,4955,1400.0,yes,no,"American, Tex-Mex, Burger, Bbq, Mexican",Whitefield,Whitefield,Excellent
1405,Chill,Casual Dining,3.8,42,800.0,no,no,"North Indian, Chinese, Continental",Brookefield,Whitefield,Good
1406,Chill Magic,Beverage Shop,2.8,40,200.0,no,no,"Juices, Beverages",Bannerghatta Road,Jp Nagar,Average
1407,Chill Out,Beverage Shop,3.4,9,150.0,no,no,"Beverages, Juices",Indiranagar,Thippasandra,Good
1408,Chill Out Cafe,Quick Bites,3.5,11,350.0,no,no,"North Indian, Chinese",Electronic City,Electronic City,Good
1409,Chillax,Quick Bites,3.3,4,300.0,no,no,"Fast Food, Beverages",Hsr,Bommanahalli,Good
1410,Chilld Monk,Dessert Parlor,3.5,8,250.0,yes,no,"Desserts, Ice Cream","Byresandra,Tavarekere,Madiwala",Btm,Good
1411,Chiller'S Nation - Iris Inn,Bar,2.9,27,1200.0,no,no,"North Indian, Continental, Italian",Marathahalli,Marathahalli,Average
1412,Chilli Chicken,Quick Bites,3.0,7,500.0,yes,no,Fast Food,Mg Road,Brigade Road,Good
1413,Chilli Flakes,Quick Bites,3.6,46,500.0,yes,no,"Fast Food, Italian, Beverages",Banashankari,Banashankari,Good
1414,Chilli N Chicken,Quick Bites,3.2,4,400.0,no,no,Andhra,Jayanagar,Jp Nagar,Good
1415,Chilli Park,Quick Bites,2.8,40,300.0,yes,no,"North Indian, Chinese, Fast Food",Electronic City,Electronic City,Average
1416,Chillies Restaurant,Casual Dining,3.7,24,500.0,no,no,"North Indian, South Indian, Chinese",Rajajinagar,Majestic,Good
1417,Chillikum,Quick Bites,3.6,38,350.0,yes,no,North Indian,Indiranagar,Indiranagar,Good
1418,Chill-Um Cafe,Quick Bites,4.1,151,600.0,yes,yes,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Very Good
1419,Chilly N Chicken,Quick Bites,3.5,14,250.0,no,no,"Andhra, Biryani",Jayanagar,Jp Nagar,Good
1420,Chillz,Quick Bites,3.5,9,100.0,no,no,"Fast Food, Juices, Street Food",Bannerghatta Road,Jp Nagar,Good
1421,Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,Bar,4.3,236,2500.0,no,yes,Finger Food,Whitefield,"Itpl Main Road, Whitefield",Very Good
1422,Chin Chin By The Biere Club,Casual Dining,4.2,263,1500.0,yes,yes,Asian,Brookefield,Whitefield,Very Good
1423,Chin Lung Resto Bar,Bar,3.9,378,1000.0,no,no,"North Indian, Chinese, Fast Food",Brigade Road,Residency Road,Good
1424,Chin Lung Resto-Bar,"Casual Dining, Bar",4.0,307,1000.0,no,no,"North Indian, Chinese, Fast Food",New Bel Road,New Bel Road,Very Good
1425,China Bistro & Lounge,Casual Dining,4.4,79,1600.0,yes,yes,"Asian, Chinese, Thai, Korean",Indiranagar,Indiranagar,Very Good
1426,China Bowl,Casual Dining,3.9,455,1000.0,yes,no,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,Good
1427,China Down Town,Casual Dining,3.5,5,800.0,yes,no,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,Good
1428,China Garden,Quick Bites,3.6,25,300.0,yes,no,"Chinese, North Indian",Electronic City,Electronic City,Good
1429,China Hut,Kiosk,3.8,56,500.0,no,no,Chinese,Church Street,Frazer Town,Good
1430,China On My Plate,Casual Dining,2.8,23,800.0,yes,no,Chinese,Bellandur,Bellandur,Average
1431,China Pearl,Casual Dining,4.1,155,1100.0,yes,no,"Chinese, Momos",Kalyan Nagar,Kalyan Nagar,Very Good
1432,China South,Casual Dining,3.4,4,600.0,no,no,"Chinese, Tibetan",Lavelle Road,Brigade Road,Good
1433,China Tang,"Takeaway, Delivery",3.7,41,600.0,yes,no,Chinese,Bannerghatta Road,Btm,Good
1434,China Town 07,Quick Bites,2.8,40,300.0,yes,no,"Chinese, Momos",Bannerghatta Road,Btm,Average
1435,Chination,Delivery,3.5,4,600.0,yes,no,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,Good
1436,Chinese Chaska,Casual Dining,3.1,125,550.0,yes,no,"Chinese, North Indian, Biryani",Brookefield,Whitefield,Good
1437,Chinese Corner,Quick Bites,2.8,34,200.0,no,no,Chinese,Basavanagudi,Basavanagudi,Average
1438,Chinese Corner And Bengali Mess,Mess,3.5,28,300.0,yes,no,"Chinese, Bengali",New Bel Road,Sanjay Nagar,Good
1439,Chinese Fire Dragon,Casual Dining,3.4,25,550.0,no,no,"Chinese, North Indian, Momos",Old Airport Road,Domlur,Good
1440,Chinese Food Point,"Takeaway, Delivery",2.8,40,300.0,yes,no,"Chinese, Fast Food",Whitefield,Kr Puram,Average
1441,Chinese House,Quick Bites,2.8,19,300.0,yes,no,"Chinese, Thai, Momos",Basavanagudi,Jayanagar,Average
1442,Chinese Kitchen,Quick Bites,3.8,58,150.0,yes,no,Chinese,Banashankari,Basavanagudi,Good
1443,Chinese Square,Quick Bites,3.9,38,200.0,yes,no,Chinese,Banashankari,Basavanagudi,Good
1444,Chinese Street,Casual Dining,3.1,134,650.0,yes,no,Chinese,Whitefield,Whitefield,Good
1445,Chinita Real Mexican Food,Casual Dining,4.4,2658,1200.0,no,no,Mexican,Indiranagar,Indiranagar,Very Good
1446,Chinmayee'S,Casual Dining,3.1,83,700.0,no,no,"North Indian, Chinese",Electronic City,Electronic City,Good
1447,Chinnu'S Mane Biryani,Quick Bites,3.5,10,300.0,yes,no,Biryani,Kalyan Nagar,Banaswadi,Good
